SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_1142	PMC3342123.nxml.gz_140	28943 28948	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1143	PMC3342123.nxml.gz_144	29937 29942	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1144	PMC3342123.nxml.gz_154	31492 31496	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1145	PMC3342123.nxml.gz_163	33180 33185	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1146	PMC3342123.nxml.gz_175	35301 35306	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1147	PMC3342123.nxml.gz_177	35647 35652	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1148	PMC3342123.nxml.gz_181	36179 36184	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1149	PMC3342123.nxml.gz_183	36473 36478	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1150	PMC3342123.nxml.gz_185	36973 36977	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1151	PMC3342123.nxml.gz_185	37059 37064	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1152	PMC3342123.nxml.gz_186	37089 37094	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1153	PMC3342123.nxml.gz_187	37265 37270	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1154	PMC3342123.nxml.gz_188	37299 37304	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1155	PMC3342123.nxml.gz_228	42844 42848	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1156	PMC3342123.nxml.gz_228	42859 42866;42867 42873	Forward primer	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1157	PMC3342123.nxml.gz_228	42897 42904;42905 42911	Reverse primer	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1158	PMC3342123.nxml.gz_230	43099 43103	Gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1159	PMC3342123.nxml.gz_231	43191 43193	bp	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1160	PMC3342123.nxml.gz_231	43241 43247	Genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1161	PMC3342123.nxml.gz_237	43717 43728	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1162	PMC3342123.nxml.gz_239	44041 44052	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1163	PMC3342123.nxml.gz_245	45063 45067	Gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1164	PMC3342123.nxml.gz_246	45179 45183	Gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1165	PMC3342123.nxml.gz_246	45350 45354	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1166	PMC3342123.nxml.gz_249	45836 45843	primers	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1167	PMC3342123.nxml.gz_250	46020 46030	transcript	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1168	PMC3342123.nxml.gz_250	46071 46076	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1169	PMC3342123.nxml.gz_251	46356 46362	primer	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1170	PMC3342123.nxml.gz_252	46524 46530	primer	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1171	PMC3342123.nxml.gz_255	47356 47360	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1172	PMC3342123.nxml.gz_259	47703 47709	Primer	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1173	PMC3342123.nxml.gz_259	47822 47824	bp	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1174	PMC3342123.nxml.gz_259	49001 49005	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1176	PMC3348565.nxml.gz_18	3194 3199	genes	SO_crf_model_full_5cv_local_PMC3348565.nxml.gz
SO_2021_10_26_Instance_1180	PMC3424155.nxml.gz_17	2514 2521	genomic	SO_crf_model_full_5cv_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_1181	PMC3424155.nxml.gz_20	3160 3164	gene	SO_crf_model_full_5cv_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_1182	PMC3424155.nxml.gz_183	29214 29218	gene	SO_crf_model_full_5cv_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_1183	PMC3424155.nxml.gz_199	31662 31666	gene	SO_crf_model_full_5cv_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_1184	PMC3424155.nxml.gz_200	31756 31760	gene	SO_crf_model_full_5cv_local_PMC3424155.nxml.gz
SO_2021_10_26_Instance_1186	PMC3427250.nxml.gz_28	4491 4500	consensus	SO_crf_model_full_5cv_local_PMC3427250.nxml.gz
SO_2021_10_26_Instance_1188	PMC3470091.nxml.gz_75	14680 14684	gene	SO_crf_model_full_5cv_local_PMC3470091.nxml.gz
SO_2021_10_26_Instance_1191	PMC3659910.nxml.gz_131	19323 19328	genes	SO_crf_model_full_5cv_local_PMC3659910.nxml.gz
SO_2021_10_26_Instance_1192	PMC3659910.nxml.gz_165	25218 25227	consensus	SO_crf_model_full_5cv_local_PMC3659910.nxml.gz
SO_2021_10_26_Instance_1195	PMC3710985.nxml.gz_17	2615 2623	messages	SO_crf_model_full_5cv_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_1196	PMC3710985.nxml.gz_19	3058 3065	genetic	SO_crf_model_full_5cv_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_1197	PMC3710985.nxml.gz_166	33541 33548	genetic	SO_crf_model_full_5cv_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_1198	PMC3710985.nxml.gz_184	37571 37578	genetic	SO_crf_model_full_5cv_local_PMC3710985.nxml.gz
SO_2021_10_26_Instance_1200	PMC3789799.nxml.gz_1	254 258	gene	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1201	PMC3789799.nxml.gz_1	321 326	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1202	PMC3789799.nxml.gz_7	1122 1127	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1203	PMC3789799.nxml.gz_8	1377 1384	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1204	PMC3789799.nxml.gz_10	1758 1765	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1205	PMC3789799.nxml.gz_12	2051 2058	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1206	PMC3789799.nxml.gz_13	2149 2154	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1207	PMC3789799.nxml.gz_13	2238 2245	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1208	PMC3789799.nxml.gz_17	2727 2733	genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1209	PMC3789799.nxml.gz_20	3357 3362	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1210	PMC3789799.nxml.gz_21	3520 3524	gene	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1211	PMC3789799.nxml.gz_30	4816 4822	genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1212	PMC3789799.nxml.gz_30	4881 4884	SNP	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1213	PMC3789799.nxml.gz_30	4892 4899	Genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1214	PMC3789799.nxml.gz_32	5052 5059	Genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1215	PMC3789799.nxml.gz_32	5071 5074	QTL	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1216	PMC3789799.nxml.gz_32	5178 5184	genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1217	PMC3789799.nxml.gz_32	5185 5188	SNP	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1218	PMC3789799.nxml.gz_33	5224 5231	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1219	PMC3789799.nxml.gz_33	5245 5248	SNP	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1220	PMC3789799.nxml.gz_34	5363 5368	Exons	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1221	PMC3789799.nxml.gz_34	5382 5387	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1222	PMC3789799.nxml.gz_50	7833 7840	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1223	PMC3789799.nxml.gz_51	7964 7967	SNP	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1224	PMC3789799.nxml.gz_51	8052 8058	genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1225	PMC3789799.nxml.gz_53	8329 8334	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1226	PMC3789799.nxml.gz_54	8346 8351	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1227	PMC3789799.nxml.gz_54	8508 8515	alleles	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1228	PMC3789799.nxml.gz_55	8609 8616	genomic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1229	PMC3789799.nxml.gz_57	9031 9037	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1230	PMC3789799.nxml.gz_59	9183 9189	Genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1231	PMC3789799.nxml.gz_61	9473 9482	Haplotype	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1232	PMC3789799.nxml.gz_61	9499 9507;9508 9514;9515 9517;9518 9528	proximal region of chromosome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1233	PMC3789799.nxml.gz_64	9815 9822	Genomic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1234	PMC3789799.nxml.gz_66	10096 10105	orthologs	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1235	PMC3789799.nxml.gz_69	10348 10354	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1236	PMC3789799.nxml.gz_69	10381 10387	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1237	PMC3789799.nxml.gz_69	10405 10411	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1238	PMC3789799.nxml.gz_70	10450 10456	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1239	PMC3789799.nxml.gz_70	10562 10569	domains	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1240	PMC3789799.nxml.gz_72	10951 10956	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1241	PMC3789799.nxml.gz_72	10963 10968	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1242	PMC3789799.nxml.gz_73	11305 11311	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1243	PMC3789799.nxml.gz_92	13413 13418	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1244	PMC3789799.nxml.gz_93	13675 13679	gene	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1245	PMC3789799.nxml.gz_95	14056 14064	homology	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1246	PMC3789799.nxml.gz_102	14630 14636	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1247	PMC3789799.nxml.gz_103	14727 14733	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1248	PMC3789799.nxml.gz_110	15227 15233	genome	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1249	PMC3789799.nxml.gz_112	15425 15428	SNP	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1250	PMC3789799.nxml.gz_113	15549 15553	gene	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1251	PMC3789799.nxml.gz_113	15723 15731	scaffold	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1252	PMC3789799.nxml.gz_115	15975 15982;15983 15987	binding site	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1253	PMC3789799.nxml.gz_115	16030 16035	helix	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1254	PMC3789799.nxml.gz_115	16052 16060	homology	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1255	PMC3789799.nxml.gz_115	16061 16067	domain	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1256	PMC3789799.nxml.gz_127	17452 17456	gene	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1257	PMC3789799.nxml.gz_128	17513 17519	allele	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1258	PMC3789799.nxml.gz_129	17632 17637	genes	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1259	PMC3789799.nxml.gz_130	17774 17781	genetic	SO_crf_model_full_5cv_local_PMC3789799.nxml.gz
SO_2021_10_26_Instance_1262	PMC3828574.nxml.gz_3	753 757	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1263	PMC3828574.nxml.gz_16	3567 3571	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1264	PMC3828574.nxml.gz_56	11892 11901	consensus	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1265	PMC3828574.nxml.gz_76	15742 15746	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1266	PMC3828574.nxml.gz_80	16410 16414	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1267	PMC3828574.nxml.gz_84	17305 17309	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1268	PMC3828574.nxml.gz_109	23729 23735	domain	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1269	PMC3828574.nxml.gz_112	24416 24423	genomic	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1270	PMC3828574.nxml.gz_160	34697 34702;34703 34707;34708 34713	short time frame	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1271	PMC3828574.nxml.gz_173	37954 37961	forward	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1272	PMC3828574.nxml.gz_219	46226 46230	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1273	PMC3828574.nxml.gz_231	49091 49095	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1274	PMC3828574.nxml.gz_234	49703 49707	gaps	SO_crf_model_full_5cv_local_PMC3828574.nxml.gz
SO_2021_10_26_Instance_1277	PMC3915248.nxml.gz_44	11099 11103	gene	SO_crf_model_full_5cv_local_PMC3915248.nxml.gz
SO_2021_10_26_Instance_1279	PMC3933411.nxml.gz_150	32275 32284	consensus	SO_crf_model_full_5cv_local_PMC3933411.nxml.gz
SO_2021_10_26_Instance_1281	PMC4037583.nxml.gz_0	89 99	Transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1282	PMC4037583.nxml.gz_2	511 521	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1283	PMC4037583.nxml.gz_3	648 659	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1284	PMC4037583.nxml.gz_6	1122 1126	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1285	PMC4037583.nxml.gz_10	1577 1581	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1286	PMC4037583.nxml.gz_15	2119 2123	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1287	PMC4037583.nxml.gz_17	2366 2376	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1288	PMC4037583.nxml.gz_20	2877 2885	promoter	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1289	PMC4037583.nxml.gz_22	3296 3300	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1290	PMC4037583.nxml.gz_27	4200 4204	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1291	PMC4037583.nxml.gz_59	7742 7747	genes	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1292	PMC4037583.nxml.gz_59	7942 7949	primers	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1293	PMC4037583.nxml.gz_60	8060 8064	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1294	PMC4037583.nxml.gz_60	8100 8104	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1295	PMC4037583.nxml.gz_85	11386 11393	primers	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1296	PMC4037583.nxml.gz_87	11653 11656;11657 11664	PCR product	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1297	PMC4037583.nxml.gz_89	11953 11960	primers	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1298	PMC4037583.nxml.gz_90	12124 12127;12128 12136	PCR products	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1299	PMC4037583.nxml.gz_91	12217 12224	primers	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1300	PMC4037583.nxml.gz_92	12437 12444	primers	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1301	PMC4037583.nxml.gz_93	12597 12600;12601 12609	PCR products	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1302	PMC4037583.nxml.gz_101	13595 13606	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1303	PMC4037583.nxml.gz_104	13895 13906	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1304	PMC4037583.nxml.gz_112	14973 14981	isoforms	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1305	PMC4037583.nxml.gz_127	16815 16819	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1306	PMC4037583.nxml.gz_131	17489 17493	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1307	PMC4037583.nxml.gz_135	18397 18401	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1308	PMC4037583.nxml.gz_141	19305 19309	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1309	PMC4037583.nxml.gz_144	19786 19790	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1310	PMC4037583.nxml.gz_149	20452 20463	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1311	PMC4037583.nxml.gz_149	20554 20564	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1312	PMC4037583.nxml.gz_153	20941 20952	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1313	PMC4037583.nxml.gz_154	21055 21065	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1314	PMC4037583.nxml.gz_158	21624 21634	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1315	PMC4037583.nxml.gz_165	22738 22745	isoform	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1316	PMC4037583.nxml.gz_166	22835 22842	isoform	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1317	PMC4037583.nxml.gz_166	22889 22895	domain	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1318	PMC4037583.nxml.gz_166	22911 22918	domains	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1319	PMC4037583.nxml.gz_171	23414 23422	isoforms	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1320	PMC4037583.nxml.gz_174	23922 23932	transcript	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1321	PMC4037583.nxml.gz_177	24363 24367	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1322	PMC4037583.nxml.gz_180	24847 24858	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1323	PMC4037583.nxml.gz_184	25458 25469	transcripts	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1324	PMC4037583.nxml.gz_186	25711 25716	genes	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1325	PMC4037583.nxml.gz_189	26094 26098	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1326	PMC4037583.nxml.gz_193	26738 26742	gene	SO_crf_model_full_5cv_local_PMC4037583.nxml.gz
SO_2021_10_26_Instance_1330	PMC4275682.nxml.gz_11	1926 1933	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1331	PMC4275682.nxml.gz_50	10124 10131	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1332	PMC4275682.nxml.gz_128	24597 24604	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1333	PMC4275682.nxml.gz_135	25492 25499	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1334	PMC4275682.nxml.gz_145	27771 27778	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1335	PMC4275682.nxml.gz_159	29979 29986	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1336	PMC4275682.nxml.gz_159	30138 30149	genetically	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1337	PMC4275682.nxml.gz_159	30189 30194	genes	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1338	PMC4275682.nxml.gz_160	30270 30275	genes	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1339	PMC4275682.nxml.gz_161	30400 30406;30406 30407;30407 30417;30418 30431	single - nucleotide polymorphisms	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1340	PMC4275682.nxml.gz_162	30879 30886	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1341	PMC4275682.nxml.gz_163	30956 30963	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1342	PMC4275682.nxml.gz_164	31308 31315	genetic	SO_crf_model_full_5cv_local_PMC4275682.nxml.gz
SO_2021_10_26_Instance_1345	PMC4311629.nxml.gz_9	1397 1403	domain	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1346	PMC4311629.nxml.gz_78	13976 13982	domain	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1347	PMC4311629.nxml.gz_110	19706 19712	domain	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1348	PMC4311629.nxml.gz_113	20220 20228	promoter	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1349	PMC4311629.nxml.gz_117	20863 20871	isoforms	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1350	PMC4311629.nxml.gz_118	20940 20947	isoform	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1351	PMC4311629.nxml.gz_118	21008 21015	isoform	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1352	PMC4311629.nxml.gz_119	21211 21215	gene	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
SO_2021_10_26_Instance_1353	PMC4311629.nxml.gz_138	24493 24500	homolog	SO_crf_model_full_5cv_local_PMC4311629.nxml.gz
