CL_EXT_2021_10_26_Instance_2	PMC1474522.nxml.gz_1	129 138	Müllerian	CL_EXT_biobert_model_local_PMC1474522.nxml.gz
CL_EXT_2021_10_26_Instance_1198	PMC4488777.nxml.gz_159	22361 22366	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1199	PMC4488777.nxml.gz_160	22481 22486	cells	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1200	PMC4488777.nxml.gz_160	22537 22548	macrophages	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1201	PMC4488777.nxml.gz_167	23993 23999	oocyte	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1202	PMC4488777.nxml.gz_173	24854 24859	sperm	CL_EXT_crf_model_full_5cv_local_PMC4488777.nxml.gz
CL_EXT_2021_10_26_Instance_1205	PMC4564405.nxml.gz_119	21487 21493	skills	CL_EXT_crf_model_full_5cv_local_PMC4564405.nxml.gz
CL_EXT_2021_10_26_Instance_1206	PMC4564405.nxml.gz_140	24774 24780	skills	CL_EXT_crf_model_full_5cv_local_PMC4564405.nxml.gz
CL_EXT_2021_10_26_Instance_1212	PMC4859539.nxml.gz_12	2359 2368	monocytes	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1213	PMC4859539.nxml.gz_12	2370 2381	macrophages	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1214	PMC4859539.nxml.gz_12	2391 2401;2402 2407	epithelial cells	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1215	PMC4859539.nxml.gz_12	2413 2426	keratinocytes	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1216	PMC4859539.nxml.gz_12	2470 2475	cells	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1217	PMC4859539.nxml.gz_104	21815 21823	cellular	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1218	PMC4859539.nxml.gz_104	21883 21889;21890 21895	immune cells	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1219	PMC4859539.nxml.gz_124	25067 25071	cell	CL_EXT_crf_model_full_5cv_local_PMC4859539.nxml.gz
CL_EXT_2021_10_26_Instance_1221	PMC4897523.nxml.gz_70	11041 11051	microglial	CL_EXT_crf_model_full_5cv_local_PMC4897523.nxml.gz
CL_EXT_2021_10_26_Instance_1222	PMC4897523.nxml.gz_118	17722 17728	skills	CL_EXT_crf_model_full_5cv_local_PMC4897523.nxml.gz
CL_EXT_2021_10_26_Instance_1223	PMC4897523.nxml.gz_164	24315 24320	sperm	CL_EXT_crf_model_full_5cv_local_PMC4897523.nxml.gz
CL_EXT_2021_10_26_Instance_1224	PMC4897523.nxml.gz_164	24371 24378	gametes	CL_EXT_crf_model_full_5cv_local_PMC4897523.nxml.gz
CL_EXT_2021_10_26_Instance_1225	PMC4897523.nxml.gz_238	35297 35307	microglial	CL_EXT_crf_model_full_5cv_local_PMC4897523.nxml.gz
CL_EXT_2021_10_26_Instance_1227	PMC4954778.nxml.gz_91	17371 17378	neurons	CL_EXT_crf_model_full_5cv_local_PMC4954778.nxml.gz
CL_EXT_2021_10_26_Instance_1228	PMC4954778.nxml.gz_91	17448 17455	neurons	CL_EXT_crf_model_full_5cv_local_PMC4954778.nxml.gz
CL_EXT_2021_10_26_Instance_1231	PMC4992225.nxml.gz_96	13269 13274	pills	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1232	PMC4992225.nxml.gz_97	13357 13362	pills	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1233	PMC4992225.nxml.gz_101	13866 13871	pills	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1234	PMC4992225.nxml.gz_255	35015 35021;35022 35027	immune cells	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1235	PMC4992225.nxml.gz_256	35100 35105	cells	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1236	PMC4992225.nxml.gz_256	35114 35123	microglia	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1237	PMC4992225.nxml.gz_256	35128 35138	astrocytes	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1238	PMC4992225.nxml.gz_257	35182 35193	lymphocytes	CL_EXT_crf_model_full_5cv_local_PMC4992225.nxml.gz
CL_EXT_2021_10_26_Instance_1240	PMC5030620.nxml.gz_10	2359 2363	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1241	PMC5030620.nxml.gz_43	9929 9937	cellular	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1242	PMC5030620.nxml.gz_52	11427 11431;11432 11436	germ cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1243	PMC5030620.nxml.gz_55	12526 12537	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1244	PMC5030620.nxml.gz_55	12551 12557	oocyte ...	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1245	PMC5030620.nxml.gz_55	12559 12566	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1246	PMC5030620.nxml.gz_55	12603 12607	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1247	PMC5030620.nxml.gz_55	12609 12615	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1248	PMC5030620.nxml.gz_56	12709 12713	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1249	PMC5030620.nxml.gz_56	12771 12777	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1250	PMC5030620.nxml.gz_57	12895 12902	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1251	PMC5030620.nxml.gz_57	12953 12957	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1252	PMC5030620.nxml.gz_60	13458 13463	cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1253	PMC5030620.nxml.gz_60	13483 13487;13488 13493	germ cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1254	PMC5030620.nxml.gz_60	13506 13516;13517 13521;13522 13526	primordial germ cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1255	PMC5030620.nxml.gz_63	13705 13711	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1256	PMC5030620.nxml.gz_63	13752 13756	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1257	PMC5030620.nxml.gz_64	13884 13890	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1258	PMC5030620.nxml.gz_65	13949 13959;13960 13964;13965 13970	Primordial germ cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1259	PMC5030620.nxml.gz_65	13972 13976	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1260	PMC5030620.nxml.gz_65	14090 14094;14095 14100	germ cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1261	PMC5030620.nxml.gz_67	14453 14460	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1262	PMC5030620.nxml.gz_67	14483 14489	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1263	PMC5030620.nxml.gz_67	14549 14553	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1264	PMC5030620.nxml.gz_68	14728 14734	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1265	PMC5030620.nxml.gz_69	14892 14898	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1266	PMC5030620.nxml.gz_71	15162 15168	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1267	PMC5030620.nxml.gz_74	15845 15849	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1268	PMC5030620.nxml.gz_83	17641 17645	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1269	PMC5030620.nxml.gz_84	17701 17705;17706 17711	germ cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1270	PMC5030620.nxml.gz_84	17801 17805	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1271	PMC5030620.nxml.gz_86	18048 18052	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1272	PMC5030620.nxml.gz_92	18740 18744	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1273	PMC5030620.nxml.gz_92	18780 18786	oocyte	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1274	PMC5030620.nxml.gz_93	18811 18817	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1275	PMC5030620.nxml.gz_93	18826 18833	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1276	PMC5030620.nxml.gz_95	18976 18980	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1277	PMC5030620.nxml.gz_95	19253 19260	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1278	PMC5030620.nxml.gz_95	19271 19277	zygote	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1279	PMC5030620.nxml.gz_96	19328 19335	gametes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1280	PMC5030620.nxml.gz_109	21299 21307	cellular	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1281	PMC5030620.nxml.gz_119	23361 23365	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1282	PMC5030620.nxml.gz_121	23706 23710	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1283	PMC5030620.nxml.gz_124	24309 24313	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1284	PMC5030620.nxml.gz_131	25508 25515	oocytes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1285	PMC5030620.nxml.gz_131	25517 25523	oocyte	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1286	PMC5030620.nxml.gz_132	25654 25661	oocytes	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1287	PMC5030620.nxml.gz_132	25666 25677	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1288	PMC5030620.nxml.gz_134	25925 25930	sperm	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1289	PMC5030620.nxml.gz_136	26516 26521	sperm	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1290	PMC5030620.nxml.gz_139	27101 27105;27106 27110	germ cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1291	PMC5030620.nxml.gz_139	27154 27161;27162 27166	somatic cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1292	PMC5030620.nxml.gz_139	27175 27179;27180 27184	germ cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1293	PMC5030620.nxml.gz_141	27547 27551	PGCs	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1294	PMC5030620.nxml.gz_144	28214 28225	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1295	PMC5030620.nxml.gz_144	28242 28253	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1296	PMC5030620.nxml.gz_161	31416 31421	sperm	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1297	PMC5030620.nxml.gz_191	37886 37890	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1298	PMC5030620.nxml.gz_191	37926 37936	lymphocyte	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1299	PMC5030620.nxml.gz_194	38277 38282;38283 38288	blood cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1300	PMC5030620.nxml.gz_201	39740 39745	sperm	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1301	PMC5030620.nxml.gz_202	40027 40032	sperm	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1302	PMC5030620.nxml.gz_237	47132 47143;47145 47149;47150 47154	mesenchymal stem cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1303	PMC5030620.nxml.gz_275	52595 52599	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1304	PMC5030620.nxml.gz_284	54469 54474	cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1305	PMC5030620.nxml.gz_326	60809 60813;60814 60819	germ cells	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1306	PMC5030620.nxml.gz_342	62776 62784	cellular	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1307	PMC5030620.nxml.gz_345	63429 63437	cellular	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1308	PMC5030620.nxml.gz_378	70514 70518	cell	CL_EXT_crf_model_full_5cv_local_PMC5030620.nxml.gz
CL_EXT_2021_10_26_Instance_1310	PMC5143410.nxml.gz_12	1996 2007;2008 2013	endothelial cells	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1311	PMC5143410.nxml.gz_14	2221 2232	osteoblasts	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1312	PMC5143410.nxml.gz_18	2843 2848	cells	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1313	PMC5143410.nxml.gz_26	3532 3543	fibroblasts	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1314	PMC5143410.nxml.gz_29	3686 3695;3696 3707;3708 3713	primitive mesenchymal cells	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1315	PMC5143410.nxml.gz_29	3740 3751	osteoblasts	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1316	PMC5143410.nxml.gz_30	3817 3828;3829 3834	mesenchymal cells	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1317	PMC5143410.nxml.gz_31	4094 4099	cells	CL_EXT_crf_model_full_5cv_local_PMC5143410.nxml.gz
CL_EXT_2021_10_26_Instance_1319	PMC5187359.nxml.gz_49	11082 11093	spermatozoa	CL_EXT_crf_model_full_5cv_local_PMC5187359.nxml.gz
CL_EXT_2021_10_26_Instance_1320	PMC5187359.nxml.gz_236	42922 42932	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC5187359.nxml.gz
CL_EXT_2021_10_26_Instance_1321	PMC5187359.nxml.gz_281	52051 52062	hepatocytes	CL_EXT_crf_model_full_5cv_local_PMC5187359.nxml.gz
CL_EXT_2021_10_26_Instance_1322	PMC5187359.nxml.gz_313	59094 59099	cells	CL_EXT_crf_model_full_5cv_local_PMC5187359.nxml.gz
CL_EXT_2021_10_26_Instance_1325	PMC5240907.nxml.gz_52	7087 7089	BP	CL_EXT_crf_model_full_5cv_local_PMC5240907.nxml.gz
CL_EXT_2021_10_26_Instance_1327	PMC5273824.nxml.gz_10	1594 1598	eggs	CL_EXT_crf_model_full_5cv_local_PMC5273824.nxml.gz
CL_EXT_2021_10_26_Instance_1328	PMC5273824.nxml.gz_12	2022 2033	osteoblasts	CL_EXT_crf_model_full_5cv_local_PMC5273824.nxml.gz
CL_EXT_2021_10_26_Instance_1329	PMC5273824.nxml.gz_101	14913 14917	eggs	CL_EXT_crf_model_full_5cv_local_PMC5273824.nxml.gz
CL_EXT_2021_10_26_Instance_1330	PMC5273824.nxml.gz_111	16167 16171	eggs	CL_EXT_crf_model_full_5cv_local_PMC5273824.nxml.gz
CL_EXT_2021_10_26_Instance_1331	PMC5273824.nxml.gz_118	17318 17322	eggs	CL_EXT_crf_model_full_5cv_local_PMC5273824.nxml.gz
CL_EXT_2021_10_26_Instance_1333	PMC5340372.nxml.gz_13	1903 1908	cells	CL_EXT_crf_model_full_5cv_local_PMC5340372.nxml.gz
CL_EXT_2021_10_26_Instance_1334	PMC5340372.nxml.gz_121	21108 21122;21123 21134	transplacental circulation	CL_EXT_crf_model_full_5cv_local_PMC5340372.nxml.gz
CL_EXT_2021_10_26_Instance_1335	PMC5340372.nxml.gz_123	21515 21521;21522 21527	immune cells	CL_EXT_crf_model_full_5cv_local_PMC5340372.nxml.gz
CL_EXT_2021_10_26_Instance_1336	PMC5340372.nxml.gz_124	21668 21672;21673 21683;21684 21689	lung epithelial cells	CL_EXT_crf_model_full_5cv_local_PMC5340372.nxml.gz
CL_EXT_2021_10_26_Instance_1342	PMC5539754.nxml.gz_16	2755 2765;2766 2770;2771 2776	pancreatic beta cells	CL_EXT_crf_model_full_5cv_local_PMC5539754.nxml.gz
CL_EXT_2021_10_26_Instance_1343	PMC5539754.nxml.gz_59	9763 9775	Multianalyte	CL_EXT_crf_model_full_5cv_local_PMC5539754.nxml.gz
CL_EXT_2021_10_26_Instance_1344	PMC5539754.nxml.gz_116	24608 24618;24619 24623;24624 24629	pancreatic beta cells	CL_EXT_crf_model_full_5cv_local_PMC5539754.nxml.gz
CL_EXT_2021_10_26_Instance_1345	PMC5539754.nxml.gz_133	27146 27157	circulating	CL_EXT_crf_model_full_5cv_local_PMC5539754.nxml.gz
CL_EXT_2021_10_26_Instance_1346	PMC5539754.nxml.gz_133	27158 27163	blood	CL_EXT_crf_model_full_5cv_local_PMC5539754.nxml.gz
CL_EXT_2021_10_26_Instance_1348	PMC5540678.nxml.gz_25	5401 5409	cellular	CL_EXT_crf_model_full_5cv_local_PMC5540678.nxml.gz
CL_EXT_2021_10_26_Instance_1349	PMC5540678.nxml.gz_94	29142 29146	cell	CL_EXT_crf_model_full_5cv_local_PMC5540678.nxml.gz
CL_EXT_2021_10_26_Instance_1350	PMC5540678.nxml.gz_94	29241 29246	cells	CL_EXT_crf_model_full_5cv_local_PMC5540678.nxml.gz
CL_EXT_2021_10_26_Instance_1352	PMC5546866.nxml.gz_47	8871 8876	pills	CL_EXT_crf_model_full_5cv_local_PMC5546866.nxml.gz
CL_EXT_2021_10_26_Instance_1358	PMC6000839.nxml.gz_13	2065 2069	iron	CL_EXT_crf_model_full_5cv_local_PMC6000839.nxml.gz
CL_EXT_2021_10_26_Instance_1360	PMC6011374.nxml.gz_99	24674 24678	cell	CL_EXT_crf_model_full_5cv_local_PMC6011374.nxml.gz
CL_EXT_2021_10_26_Instance_1362	PMC6022422.nxml.gz_13	2429 2442	Intercellular	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1363	PMC6022422.nxml.gz_16	2820 2821;2821 2822;2822 2826	B - cell	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1364	PMC6022422.nxml.gz_66	11495 11500;11501 11506;11507 11518	fetal blood circulation	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1365	PMC6022422.nxml.gz_68	11848 11853;11854 11865	blood circulation	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1366	PMC6022422.nxml.gz_74	12788 12793;12794 12799	islet cells	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1367	PMC6022422.nxml.gz_77	13058 13066	cellular	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1368	PMC6022422.nxml.gz_77	13117 13121	cell	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1369	PMC6022422.nxml.gz_80	13724 13728;13729 13734	stem cells	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1370	PMC6022422.nxml.gz_81	13776 13780	cell	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1371	PMC6022422.nxml.gz_81	13850 13860	fibroblast	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1372	PMC6022422.nxml.gz_81	13880 13890	osteoblast	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1373	PMC6022422.nxml.gz_83	14114 14123	osteocyte	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1374	PMC6022422.nxml.gz_84	14172 14181	osteocyte	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1375	PMC6022422.nxml.gz_86	14340 14347	neurons	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1376	PMC6022422.nxml.gz_88	14618 14626	neuronal	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1377	PMC6022422.nxml.gz_89	14823 14828	cells	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1378	PMC6022422.nxml.gz_90	15029 15036	neurons	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1379	PMC6022422.nxml.gz_93	15317 15324	neurons	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1380	PMC6022422.nxml.gz_94	15504 15514;15515 15520	epithelial cells	CL_EXT_crf_model_full_5cv_local_PMC6022422.nxml.gz
CL_EXT_2021_10_26_Instance_1382	PMC6029118.nxml.gz_28	4028 4032	iron	CL_EXT_crf_model_full_5cv_local_PMC6029118.nxml.gz
CL_EXT_2021_10_26_Instance_1383	PMC6029118.nxml.gz_29	4143 4147	iron	CL_EXT_crf_model_full_5cv_local_PMC6029118.nxml.gz
CL_EXT_2021_10_26_Instance_1385	PMC6033232.nxml.gz_184	35069 35073	cell	CL_EXT_crf_model_full_5cv_local_PMC6033232.nxml.gz
CL_EXT_2021_10_26_Instance_1387	PMC6039335.nxml.gz_17	2584 2594	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1388	PMC6039335.nxml.gz_22	3541 3545	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1389	PMC6039335.nxml.gz_25	4221 4227;4228 4234	muscle fibres	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1390	PMC6039335.nxml.gz_25	4273 4278	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1391	PMC6039335.nxml.gz_25	4301 4314	extracellular	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1392	PMC6039335.nxml.gz_25	4341 4345	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1393	PMC6039335.nxml.gz_25	4372 4377	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1394	PMC6039335.nxml.gz_25	4379 4385;4386 4391	immune cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1395	PMC6039335.nxml.gz_26	4438 4443	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1396	PMC6039335.nxml.gz_27	4508 4512	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1397	PMC6039335.nxml.gz_27	4591 4595	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1398	PMC6039335.nxml.gz_27	4633 4637	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1399	PMC6039335.nxml.gz_28	4735 4739	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
